INCOME, QUALITY, VOLUME
4.551786875958851725e+07, 7.573243474972274780e+09, 2.960337505760731074e+04
4.504412174800343066e+07, 7.532553015643395424e+09, 2.984928117733205363e+04
4.447160563744574785e+07, 7.483455089959727287e+09, 3.009990181447277064e+04
4.374961541838491708e+07, 7.421312768597969055e+09, 3.035500267352645824e+04
4.279065031469433755e+07, 7.338904143631313324e+09, 3.061477799195923581e+04
4.124929605908481032e+07, 7.299059472148850441e+09, 3.086716207756717267e+04
3.920028083971253783e+07, 7.377777259540444374e+09, 3.114777639945494593e+04
3.642161396825286746e+07, 7.500422233542716980e+09, 3.147635448659237954e+04
3.224442183108504117e+07, 7.693722895395568848e+09, 3.188039169459542245e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.703868230916264653e+07, 7.530599591043730736e+09, 2.927756078194172369e+04
4.666381775177136809e+07, 7.494344203203348160e+09, 2.949671682314128338e+04
4.623728552326697111e+07, 7.453000665098557472e+09, 2.972089458057872253e+04
4.572085703432302922e+07, 7.402939142382672310e+09, 2.994771106972285997e+04
4.507188111756657809e+07, 7.340108622690019608e+09, 3.017617997462939456e+04
4.420720872987807542e+07, 7.256333417353568077e+09, 3.040484535476211749e+04
4.289050044243365526e+07, 7.236565281218684196e+09, 3.062387917950379415e+04
4.124894486572029442e+07, 7.300341467129012108e+09, 3.086711599193491202e+04
3.920028083971253783e+07, 7.377777259540444374e+09, 3.114777639945494593e+04
3.642237426588811725e+07, 7.507593759462635994e+09, 3.147637802039743474e+04
3.224442183108504117e+07, 7.693722895395568848e+09, 3.188039169459542245e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.765187682524289936e+07, 7.423334131894299507e+09, 2.939981541792431744e+04
4.725433156748307496e+07, 7.380619741722557068e+09, 2.960410610094675212e+04
4.678114702555081248e+07, 7.329573861426731110e+09, 2.980977583519079417e+04
4.618178742232406884e+07, 7.265000397227746964e+09, 3.001458140310426097e+04
4.538768833881797642e+07, 7.179328740909151077e+09, 3.021630396512869629e+04
4.424980337107676268e+07, 7.198226929842017174e+09, 3.040949718670081711e+04
4.289080002519301325e+07, 7.239872377733057976e+09, 3.062392740425178272e+04
4.124929605908481032e+07, 7.299059472148850441e+09, 3.086716207756717267e+04
3.920016451741106808e+07, 7.378624937816902161e+09, 3.114780632007931126e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224442183108504117e+07, 7.693722895395568848e+09, 3.188039169459542245e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.813103720340509713e+07, 7.313790914705756187e+09, 2.949577538348675807e+04
4.768104352809758484e+07, 7.260471720285205841e+09, 2.968146532735485016e+04
4.711971289377443492e+07, 7.193672004249400139e+09, 2.986509974487900763e+04
4.638084029157128185e+07, 7.106001541330434799e+09, 3.004340791552465453e+04
4.539556179362063855e+07, 7.144952953101827621e+09, 3.021731276339105170e+04
4.424980337107676268e+07, 7.198226929842017174e+09, 3.040949718670081711e+04
4.289080002519301325e+07, 7.239872377733057976e+09, 3.062392740425178272e+04
4.124895017316378653e+07, 7.297921127296586037e+09, 3.086714056552587135e+04
3.920016451741106808e+07, 7.378624937816902161e+09, 3.114780632007931126e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224393257386764884e+07, 7.694228532443139076e+09, 3.188038494656726471e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.846288354047983140e+07, 7.195508084061211586e+09, 2.956204171301506722e+04
4.792856159733400494e+07, 7.126282873657369614e+09, 2.972621375985155828e+04
4.723223973297901452e+07, 7.065091681449789047e+09, 2.988346560756225153e+04
4.638116830083628744e+07, 7.098316001495461464e+09, 3.004345850194619561e+04
4.539556179362063855e+07, 7.144952953101827621e+09, 3.021731276339105170e+04
4.424980337107676268e+07, 7.198226929842017174e+09, 3.040949718670081711e+04
4.289080002519301325e+07, 7.239872377733057976e+09, 3.062392740425178272e+04
4.124947558898282796e+07, 7.300352955251299858e+09, 3.086716871223998169e+04
3.920011013403385133e+07, 7.378829149620526314e+09, 3.114777844597366129e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224447018093857542e+07, 7.694072790380577087e+09, 3.188039334619401416e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.863882300304839760e+07, 7.062590018263775826e+09, 2.959706525311264340e+04
4.798257329814351350e+07, 7.044247600432917595e+09, 2.973608216160035954e+04
4.723210902440237254e+07, 7.070799595430483818e+09, 2.988346085484266951e+04
4.638092204751907289e+07, 7.098274022877765656e+09, 3.004346937106704354e+04
4.539556179362063855e+07, 7.144952953101827621e+09, 3.021731276339105170e+04
4.425004203098496795e+07, 7.198125862244851112e+09, 3.040947781954345191e+04
4.289080002519301325e+07, 7.239872377733057976e+09, 3.062392740425178272e+04
4.124942226354741305e+07, 7.300581722853080750e+09, 3.086716603804037004e+04
3.920011013403385133e+07, 7.378828802253978729e+09, 3.114777692081499117e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224391473679111898e+07, 7.693582154283282280e+09, 3.188039005621251999e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.865150387467217445e+07, 7.021741006941385269e+09, 2.959962374290809385e+04
4.798253145579392463e+07, 7.044504291647594452e+09, 2.973603864597419306e+04
4.723210902440237254e+07, 7.070800166807718277e+09, 2.988346077351368876e+04
4.638116830083628744e+07, 7.098316001495461464e+09, 3.004345850194619561e+04
4.539556179362063855e+07, 7.144952953101827621e+09, 3.021731276339105170e+04
4.425004203098496795e+07, 7.198125862244851112e+09, 3.040947781954345191e+04
4.289080002519301325e+07, 7.239872377733057976e+09, 3.062392740425178272e+04
4.124942226354741305e+07, 7.300581722853080750e+09, 3.086716603804037004e+04
3.920011013403385133e+07, 7.378828486488052368e+09, 3.114777656102504989e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224391473679111898e+07, 7.693582154283282280e+09, 3.188039005621251999e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.865125277471435070e+07, 7.021524827604630470e+09, 2.959973965987766132e+04
4.798228967403581738e+07, 7.044483978153303146e+09, 2.973606012034180094e+04
4.723177943062660098e+07, 7.066605154116744041e+09, 2.988357805517904490e+04
4.638061619496791810e+07, 7.098338102382135391e+09, 3.004342011970626845e+04
4.539572898678658903e+07, 7.145228569036874771e+09, 3.021729092575593313e+04
4.424968681659133732e+07, 7.198255252164600372e+09, 3.040953479314212382e+04
4.289125784056396037e+07, 7.244379658004982948e+09, 3.062391697636066237e+04
4.124942226354741305e+07, 7.300581722853080750e+09, 3.086716603804037004e+04
3.920018102898646891e+07, 7.378807709064471245e+09, 3.114778076319847241e+04
3.642237831716358662e+07, 7.507640633302946091e+09, 3.147639437670647749e+04
3.224447018093857169e+07, 7.694073206491957664e+09, 3.188039422097761781e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.217031675818701088e+07, 8.105094500096896172e+09, 2.789234774067370017e+04
4.182534948580888659e+07, 8.089118690976668358e+09, 2.823645815214885442e+04
4.142229702673015743e+07, 8.070453576385833740e+09, 2.858400656464722488e+04
4.096657713977701962e+07, 8.049350556397530556e+09, 2.893956618403493849e+04
4.044802921255038679e+07, 8.025352429198001862e+09, 2.930386050020947005e+04
3.984945773958379030e+07, 7.997633612691681862e+09, 2.967992581785761649e+04
3.915390488881658018e+07, 7.965426949052963257e+09, 3.006954023016504652e+04
3.831831054807554185e+07, 7.926746738496447563e+09, 3.047611781339134905e+04
3.726730158755358309e+07, 7.878074979101332664e+09, 3.090315455963802015e+04
3.579056999944581091e+07, 7.809702372610259056e+09, 3.135515171913736049e+04
3.277884055646833032e+07, 7.670304981079560280e+09, 3.183549106437261071e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.393151838898904622e+07, 7.958557674401555061e+09, 2.827916767463731230e+04
4.357688759332346916e+07, 7.937868873911334991e+09, 2.858624205107972011e+04
4.317969934619438648e+07, 7.914687738797006607e+09, 2.890020082824718338e+04
4.273036555839300901e+07, 7.888516077013332367e+09, 2.922109207251586122e+04
4.222444622554874420e+07, 7.858976920102560997e+09, 2.955218122386678078e+04
4.163501296368726343e+07, 7.824607394053503990e+09, 2.989361432385955050e+04
4.093277428842251003e+07, 7.783611169467430115e+09, 3.024716781084626200e+04
4.006739391990652680e+07, 7.733106423097932816e+09, 3.061582397303505059e+04
3.889844953980054706e+07, 7.664895497089418411e+09, 3.100087798275010937e+04
3.696882861479619890e+07, 7.552573726215738297e+09, 3.140221812499667431e+04
3.277844844878834859e+07, 7.668142031304836273e+09, 3.183548864601740570e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.528059301415336132e+07, 7.825475509760091782e+09, 2.857562099240094176e+04
4.492801851111032069e+07, 7.800655900356060028e+09, 2.885606683209714902e+04
4.453911411143427342e+07, 7.773277556853944778e+09, 2.914417565054352599e+04
4.409939478591062874e+07, 7.742350021558890343e+09, 2.943976391967241580e+04
4.358973544873913378e+07, 7.706483853611595154e+09, 2.974298084989964991e+04
4.298447940509146452e+07, 7.663821137376958847e+09, 3.005521444349789090e+04
4.223166856228955835e+07, 7.610839236365058899e+09, 3.037689001506460409e+04
4.124932387018889189e+07, 7.541675607290374756e+09, 3.071029750426617829e+04
3.978623400131993741e+07, 7.438646272322059631e+09, 3.105406150929425348e+04
3.706018846711304784e+07, 7.473364759351881027e+09, 3.140589559192758315e+04
3.277859812607992068e+07, 7.668211071064397812e+09, 3.183549697210942031e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.636377622181268781e+07, 7.702972146281712532e+09, 2.881344802359525056e+04
4.602191548679391295e+07, 7.674771236968851089e+09, 2.907458674099409109e+04
4.562790475443410128e+07, 7.642307440814406395e+09, 2.933986606208922603e+04
4.516900609915161878e+07, 7.604486259771355629e+09, 2.961081939863808657e+04
4.463377730948081613e+07, 7.560370628676521301e+09, 2.988895411377966593e+04
4.397652441421061754e+07, 7.506140909169840813e+09, 3.017403828163746221e+04
4.312435891006620228e+07, 7.435891359012529373e+09, 3.046599858216787834e+04
4.190674663071905077e+07, 7.335576850323394775e+09, 3.076277291398431407e+04
3.986920480136594921e+07, 7.346321685124041557e+09, 3.105903508661465457e+04
3.706029257155144215e+07, 7.473635146355921745e+09, 3.140587308717611450e+04
3.277850261194468662e+07, 7.668067245714520454e+09, 3.183548699944797772e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.724699382293993235e+07, 7.587767552679605484e+09, 2.900743424233276892e+04
4.688984507838285714e+07, 7.553962865689614296e+09, 2.924789347315564737e+04
4.647890907891891897e+07, 7.515051687994532585e+09, 2.949273142901178289e+04
4.600212545059122145e+07, 7.470062153171545029e+09, 2.974368214615258694e+04
4.541930664481882751e+07, 7.415018443486669540e+09, 2.999873010820776472e+04
4.466659683013851196e+07, 7.343844953236037254e+09, 3.025676941236815765e+04
4.359292610815519840e+07, 7.242415125002211571e+09, 3.051283336724865148e+04
4.194693143456069380e+07, 7.266646004629276276e+09, 3.076596778404686120e+04
3.986934268777074665e+07, 7.346239467629118919e+09, 3.105906149863876271e+04
3.706019749574228376e+07, 7.473489526336135864e+09, 3.140590239254960761e+04
3.277826271291267872e+07, 7.669342071659245491e+09, 3.183548277295922890e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.795864036685504019e+07, 7.475431817466348648e+09, 2.916381546400816660e+04
4.758630902693314105e+07, 7.435707469648139000e+09, 2.938697985317674829e+04
4.715152158699592203e+07, 7.389401945478771210e+09, 2.961369298416095626e+04
4.662098441299689561e+07, 7.332911420001531601e+09, 2.984255267281685883e+04
4.593716767849210650e+07, 7.260026033087899208e+09, 3.007115639992738943e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.360006757367000729e+07, 7.220383278811982155e+09, 3.051349693243436559e+04
4.194693128112776577e+07, 7.266665356276172638e+09, 3.076597298039354428e+04
3.986995338539135456e+07, 7.349897281102202415e+09, 3.105907303192483232e+04
3.706067009860584140e+07, 7.475612786206364632e+09, 3.140587493882558920e+04
3.277868641312025487e+07, 7.670044392534516335e+09, 3.183551237117227720e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.853013713714786619e+07, 7.363677403074327469e+09, 2.928935733738461568e+04
4.812419013594198227e+07, 7.315542561453996658e+09, 2.949435294232605884e+04
4.762569322495688498e+07, 7.256493975531934738e+09, 2.969893075861073157e+04
4.698840876286292821e+07, 7.180824817914987564e+09, 2.990135258090575007e+04
4.610048204266756028e+07, 7.112952851157480240e+09, 3.009392711806721854e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.359989893389197439e+07, 7.220053262855150223e+09, 3.051348077654434383e+04
4.194693128112776577e+07, 7.266665758804660797e+09, 3.076598314611943715e+04
3.986997407080300897e+07, 7.350492973321861267e+09, 3.105908260449962108e+04
3.706067009860584140e+07, 7.475612786206364632e+09, 3.140587493882558920e+04
3.277879435459066555e+07, 7.670131626358031273e+09, 3.183549414958927082e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.896049325783218443e+07, 7.247258747036706924e+09, 2.938388031233568472e+04
4.848280167603495717e+07, 7.184854605700229645e+09, 2.956616129163297228e+04
4.788159844559939951e+07, 7.106558488297277451e+09, 2.974494407260277876e+04
4.707078377932864428e+07, 7.070838226762141228e+09, 2.991436039677662484e+04
4.610001202172484249e+07, 7.113368389366731644e+09, 3.009392705390242190e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.360027867173265666e+07, 7.220142733746930122e+09, 3.051352389476824828e+04
4.194653104347273707e+07, 7.266945333938044548e+09, 3.076593233957299162e+04
3.986997407080300897e+07, 7.350492501754385948e+09, 3.105909252591239056e+04
3.706023587976014614e+07, 7.475921344215931892e+09, 3.140592719154223596e+04
3.277879435459066555e+07, 7.670131626358031273e+09, 3.183549414958927082e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.922777650323299319e+07, 7.117966062353450775e+09, 2.944261124615251174e+04
4.865017585787373781e+07, 7.035555320180613518e+09, 2.959933916488445175e+04
4.791167049864888936e+07, 7.044338671536070824e+09, 2.975029511996209112e+04
4.707078377932864428e+07, 7.070838226762141228e+09, 2.991436039677662484e+04
4.610001202172484249e+07, 7.113368389366731644e+09, 3.009392705390242190e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.360003632586465031e+07, 7.221084283630661011e+09, 3.051351065865176861e+04
4.194670701351703703e+07, 7.267794657102271080e+09, 3.076598123886105168e+04
3.987007003704715520e+07, 7.350477316784735680e+09, 3.105908072919627739e+04
3.706092427876488119e+07, 7.477598752198801041e+09, 3.140588247383630733e+04
3.277868641312025487e+07, 7.670044392534516335e+09, 3.183551237117227720e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.931441836864505708e+07, 6.997736245275959969e+09, 2.946163852573751501e+04
4.865163792159971595e+07, 7.022467378105607986e+09, 2.959968551871368982e+04
4.791155148508451134e+07, 7.045143953117474556e+09, 2.975028211088256649e+04
4.707078377932864428e+07, 7.070838226762141228e+09, 2.991436039677662484e+04
4.610001202172484249e+07, 7.113368389366731644e+09, 3.009392705390242190e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.360041850235594809e+07, 7.221192214271076202e+09, 3.051353827530612398e+04
4.194690799759283662e+07, 7.266665022907142639e+09, 3.076596387663237329e+04
3.987014379018449038e+07, 7.350423150370629311e+09, 3.105905830754979615e+04
3.706070640981145203e+07, 7.477598752198801041e+09, 3.140590545682029187e+04
3.277868641312025487e+07, 7.670044392534516335e+09, 3.183551237117227720e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.931445074643807113e+07, 6.998358297843320847e+09, 2.946164947963774830e+04
4.865167572120320797e+07, 7.023308666712906837e+09, 2.959969438663883193e+04
4.791163754026744515e+07, 7.046092223414545059e+09, 2.975026061372539698e+04
4.707055292166182399e+07, 7.070795142341900826e+09, 2.991439689569470283e+04
4.610001202172484249e+07, 7.113368389366731644e+09, 3.009392705390242190e+04
4.495613586036521196e+07, 7.167672174902618408e+09, 3.029159936718453173e+04
4.360041339814817160e+07, 7.221375427136775970e+09, 3.051353043850549147e+04
4.194676062316411734e+07, 7.269263327085908890e+09, 3.076595425265060112e+04
3.986975568430755287e+07, 7.350536167214923859e+09, 3.105905107325103381e+04
3.706092427876488119e+07, 7.477598752198801041e+09, 3.140588247383630733e+04
3.277831998724611476e+07, 7.669053745017386436e+09, 3.183548561645775044e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.931409400975997746e+07, 6.998577477021782875e+09, 2.946157098746098200e+04
4.865131587644162029e+07, 7.020103098616124153e+09, 2.959957619447844627e+04
4.791125869015250355e+07, 7.046803928054896355e+09, 2.975026022598747659e+04
4.707078377932864428e+07, 7.070838226762141228e+09, 2.991436039677662484e+04
4.610001202172484249e+07, 7.113368389366731644e+09, 3.009392705390242190e+04
4.495690089458804578e+07, 7.167741800128153801e+09, 3.029147496574086836e+04
4.360041850235595554e+07, 7.221192083123577118e+09, 3.051353309458725198e+04
4.194717965501427650e+07, 7.269878364675394058e+09, 3.076598330080425148e+04
3.986975568430755287e+07, 7.350536167214923859e+09, 3.105905107325103381e+04
3.706092427876488119e+07, 7.477598752198801041e+09, 3.140588247383630733e+04
3.277868641312025487e+07, 7.670044392534516335e+09, 3.183551237117227720e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.335613279231225699e+07, 8.059687621668862343e+09, 2.767703904249980042e+04
4.302390692291700840e+07, 8.042589174871928215e+09, 2.803577558615219459e+04
4.263373613743374497e+07, 8.022504858162300110e+09, 2.839806061647204842e+04
4.218458355459188670e+07, 7.999413094933381081e+09, 2.876685824871419754e+04
4.167209119498313963e+07, 7.973039528939186096e+09, 2.914598231753594519e+04
4.107800883840719610e+07, 7.942486521057651520e+09, 2.953684529913805454e+04
4.038396997104092687e+07, 7.906782897513187408e+09, 2.994305835442466559e+04
3.953593228618189692e+07, 7.863157389172584534e+09, 3.036640410912288644e+04
3.845430021578516811e+07, 7.807524733669889450e+09, 3.081193730236151168e+04
3.688029745240092278e+07, 7.726549413650280952e+09, 3.128342516003379569e+04
3.338282801189732924e+07, 7.639521398111102104e+09, 3.178215682660862149e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.508226902824078500e+07, 7.910517829524622917e+09, 2.809814923405406807e+04
4.473450099675863981e+07, 7.887920285529920578e+09, 2.841529435514834404e+04
4.434284471490076929e+07, 7.862559676838377953e+09, 2.873922194958826367e+04
4.390319558851939440e+07, 7.834033269726212502e+09, 2.907192802386999756e+04
4.339936078626157343e+07, 7.801361231510805130e+09, 2.941418515133422625e+04
4.281313795265799761e+07, 7.763390949023417473e+09, 2.976785822725358230e+04
4.210732481853076816e+07, 7.717629826943818092e+09, 3.013425873441746080e+04
4.120846038089497387e+07, 7.659341931062618256e+09, 3.051488444378151326e+04
3.996955718357225507e+07, 7.579001156966929436e+09, 3.091277164721427471e+04
3.777614678334068507e+07, 7.437137975684585571e+09, 3.132316639513497284e+04
3.338295315729809552e+07, 7.640556764420829773e+09, 3.178215940431430499e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.638724283377470821e+07, 7.774556971587330818e+09, 2.841665751780840583e+04
4.604321157460577786e+07, 7.747724279024331093e+09, 2.870574644278269989e+04
4.566368665869113058e+07, 7.717966472277888298e+09, 2.900298825893934918e+04
4.523016443802309781e+07, 7.684048259891471863e+09, 2.930747603361369329e+04
4.471604447188170254e+07, 7.643845460584965706e+09, 2.961871869025526757e+04
4.410143070421195775e+07, 7.595756612783755302e+09, 2.993937045327014857e+04
4.332900742818533629e+07, 7.535411192605508804e+09, 3.026982274933385634e+04
4.229482639172470570e+07, 7.454454995816671371e+09, 3.061127224128177841e+04
4.062228169848107547e+07, 7.324395238139578819e+09, 3.095617252207580532e+04
3.777605382507222146e+07, 7.437261868639982224e+09, 3.132316426298354054e+04
3.338290588441064954e+07, 7.639741541177239418e+09, 3.178217648374288547e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.742694952592469752e+07, 7.649295281769656181e+09, 2.867043634569188725e+04
4.709006349301636964e+07, 7.618445001236515999e+09, 2.893802752187297665e+04
4.669958297228480875e+07, 7.582661693497024536e+09, 2.920979835365354666e+04
4.624248552753398567e+07, 7.540764758660305023e+09, 2.948717730224580009e+04
4.570572432278629392e+07, 7.491591617318931580e+09, 2.977242565273281070e+04
4.503243923036833107e+07, 7.429931556953857422e+09, 3.006332316524216731e+04
4.413712347009903193e+07, 7.347974695095391273e+09, 3.035950261653601046e+04
4.272518559186512232e+07, 7.243093339754117012e+09, 3.064947431759449682e+04
4.062201740942884982e+07, 7.322579783398018837e+09, 3.095613228696453734e+04
3.777605382507222146e+07, 7.437261868639982224e+09, 3.132316426298354054e+04
3.338282801189732552e+07, 7.639522148371098518e+09, 3.178216367120354334e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.826581729133059829e+07, 7.530773339119433403e+09, 2.887516822039271574e+04
4.791300022245430201e+07, 7.493734914505209923e+09, 2.912062752175759670e+04
4.750551647741865367e+07, 7.450958252197855949e+09, 2.937080447680632278e+04
4.702303343786881119e+07, 7.400284136935588837e+09, 2.962573500122516634e+04
4.642071266809929162e+07, 7.337015390667357445e+09, 2.988346015202507260e+04
4.562097432509084791e+07, 7.253090120025918007e+09, 3.014167856143254176e+04
4.438537390645099431e+07, 7.186937009127303123e+09, 3.038699569954122489e+04
4.272518559186512232e+07, 7.243093339754117012e+09, 3.064947431759449682e+04
4.062244590855082124e+07, 7.322500510420987129e+09, 3.095615666553600386e+04
3.777605382507222146e+07, 7.437261868639982224e+09, 3.132316426298354054e+04
3.338290588441064954e+07, 7.639741541177239418e+09, 3.178217648374288547e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.893757610653193295e+07, 7.414899905152434349e+09, 2.903916597206505321e+04
4.856227170437624305e+07, 7.370514277187633514e+09, 2.926468893832250615e+04
4.811641631162644923e+07, 7.317731605622341156e+09, 2.949280026751007972e+04
4.755628133807421476e+07, 7.251450461051331520e+09, 2.972041690749180270e+04
4.681996202683157474e+07, 7.164141045564929962e+09, 2.994538263250149248e+04
4.574196360727783293e+07, 7.134073038184202194e+09, 3.015778224317383865e+04
4.438571082505226135e+07, 7.187840457102850914e+09, 3.038696258009484882e+04
4.272518559186512232e+07, 7.243093339754117012e+09, 3.064947431759449682e+04
4.062233979420899600e+07, 7.322558828338220596e+09, 3.095613709464115527e+04
3.777618819185623527e+07, 7.438286825724836349e+09, 3.132317017093958930e+04
3.338290588441064954e+07, 7.639741541177239418e+09, 3.178217648374288547e+04
1.876938380319613963e+07, 8.269132860528736115e+09, 3.243611692653857244e+04
4.945979517392104119e+07, 7.297426978204363823e+09, 2.916662242619497920e+04
4.904017789354019612e+07, 7.242037917048295021e+09, 2.937059009047484506e+04
4.850605951776231825e+07, 7.171724663550864220e+09, 2.957061259327558219e+04
4.781413822598060220e+07, 7.080726275096342087e+09, 2.976617422393614106e+04
4.686920254124650359e+07, 7.082534567000075340e+09, 2.995314302257383315e+04
4.574154622803454846e+07, 7.134507621676163673e+09, 3.015776680676894102e+04
4.438571082505226135e+07, 7.187840457102850914e+09, 3.038696258009484882e+04
