stock;harvest_value;npv;non_dominated;decision_variables
2582,573848;21961,15351;75786,66368;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2845,706335;15520,28423;74648,26628;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
2776,168964;17184,69834;74470,74822;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'donothing', (4, 22): 'donothing'}
2130,254353;34507,63278;79445,36292;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'donothing', (4, 22): 'donothing'}
1227,870487;60575,06105;86820,60173;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'clearcut_2035', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
2342,140341;28492,806;78350,26474;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2280,014516;30694,78336;78028,43599;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'even_2035'}
1640,897452;47826,35907;83048,84721;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'below_2030'}
3133,447115;7016,146924;72433,37613;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
1744,162567;44807,02094;82029,72369;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'above_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2500,777893;24211,74386;76336,56792;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2930,263358;13102,99306;74273,01101;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'even_2035', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
1769,497968;44095,08326;81884,16323;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2610,825188;21150,72987;76626,75834;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'even_2035', (4, 22): 'donothing'}
2314,660688;29737,40611;77666,83058;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2729,08296;18220,25442;74736,37242;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'donothing', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
3008,335738;11517,15168;73478,35429;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'donothing', (4, 22): 'donothing'}
2800,563249;16471,37992;75266,06484;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'donothing', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'donothing', (4, 22): 'donothing'}
1927,638993;39347,31705;80746,3688;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
1187,898262;61977,5347;87214,25906;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'clearcut_2035', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'even_2035', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
1680,623257;46479,51675;82573,27019;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
1567,841381;49950,29192;83542,60052;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'clearcut_2035'}
2220,56235;32237,46589;79466,91084;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'even_2035', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2106,888199;34691,63434;79454,54113;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'donothing', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
2389,674362;27232,18673;78268,19095;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'even_2035', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
3146,750267;6711,029538;72396,64065;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2130,254353;34507,63278;79445,36292;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'donothing', (4, 22): 'donothing'}
2471,797603;24733,48189;77517,98447;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
1939,611145;39106,77172;80733,18738;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2563,661847;22353,62181;76875,34227;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
2563,661847;22353,62181;76875,34227;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
3189,55865;5666,976189;72062,36628;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
1815,603597;42902,27405;81464,18147;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'donothing', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2461,164512;26246,89257;76736,83455;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'donothing', (4, 22): 'donothing'}
2845,706335;15520,28423;74648,26628;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
2429,646588;25829,71308;77874,53362;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'below_2035'}
3008,335738;11517,15168;73478,35429;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'donothing', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'even_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'donothing', (4, 22): 'donothing'}
2069,248525;35532,29026;79730,64743;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
2280,014516;30694,78336;78028,43599;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'even_2035'}
2153,01314;34635,58391;79117,61329;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'clearcut_2035'}
2500,777893;24211,74386;76336,56792;True;{(4, 3): 'donothing', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2035', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2582,573848;21961,15351;75786,66368;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'below_2035', (4, 19): 'below_2035', (4, 22): 'donothing'}
2030,913869;36795,25437;80126,77502;True;{(4, 3): 'clearcut_2035', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'even_2035', (4, 22): 'donothing'}
1450,193807;53515,6268;84590,88205;True;{(4, 3): 'clearcut_2035', (4, 4): 'clearcut_2035', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2030', (4, 14): 'below_2035', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'clearcut_2035', (4, 19): 'below_2035', (4, 22): 'clearcut_2035'}
2691,443286;19060,91034;75012,47872;True;{(4, 3): 'donothing', (4, 4): 'donothing', (4, 5): 'donothing', (4, 9): 'clearcut_2035', (4, 10): 'donothing', (4, 11): 'donothing', (4, 12): 'donothing', (4, 13): 'below_2025', (4, 14): 'donothing', (4, 15): 'donothing', (4, 16): 'donothing', (4, 17): 'donothing', (4, 19): 'below_2035', (4, 22): 'donothing'}
